,ID,hourtime,daytime,new_date,new_days,new_months,new_years,Type,real_fatal
317,2014.06.25,13,Afternoon,2014.06.25,25,Jun,2014,Unprovoked,NO
318,2014.06.18.b,17,Sunset,2014.06.18,18,Jun,2014,Unprovoked,NO
319,2014.06.18.a,17,Sunset,2014.06.18,18,Jun,2014,Unprovoked,NO
320,2014.06.17.R,NoDoc,NotDoc,2014.06.17,17,Jun,2014,Provoked,NO
321,2014.06.09.c,NoDoc,NotDoc,2014.06.09,09,Jun,2014,Unprovoked,NO
322,2014.06.09.b,17,Sunset,2014.06.09,09,Jun,2014,Unprovoked,NO
323,2014.06.09.a,09,Morning,2014.06.09,09,Jun,2014,Unprovoked,NO
324,2014.06.08,NoDoc,Afternoon,2014.06.08,08,Jun,2014,Unprovoked,NO
325,2014.06.07,NoDoc,Afternoon,2014.06.07,07,Jun,2014,Unprovoked,NO
326,2014.06.01.c,13,Afternoon,2014.06.01,01,Jun,2014,Unprovoked,NO
327,2014.06.01.b,NoDoc,Morning,2014.06.01,01,Jun,2014,Unprovoked,NO
328,2014.06.01.a,NoDoc,NotDoc,2014.06.01,01,Jun,2014,Unprovoked,NO
329,2014.05.27.R,NoDoc,NotDoc,2014.05.27,27,May,2014,Unprovoked,NO
330,2014.05.23,NoDoc,Morning,2014.05.23,23,May,2014,Unprovoked,NO
331,2014.05.22,NoDoc,NotDoc,2014.05.22,22,May,2014,Provoked,NO
332,2015.11.20,10,Morning,2015.11.20,20,Nov,2015,Unprovoked,NO
333,2014.05.15,11,Morning,2014.05.15,15,May,2014,Unprovoked,NO
334,2014.05.14,09,Morning,2014.05.14,14,May,2014,Unprovoked,NO
335,2014.05.13,11,Morning,2014.05.13,13,May,2014,Unprovoked,NO
336,2014.05.11,NoDoc,NotDoc,2014.05.11,11,May,2014,Unprovoked,NO
337,2014.05.10.R,NoDoc,NotDoc,2014.05.10,10,May,2014,Invalid,NO
338,2014.05.06,15,Afternoon,2014.05.06,06,May,2014,Unprovoked,NO
339,2014.05.01,15,Afternoon,2014.05.01,01,May,2014,Unprovoked,NO
340,2014.04.24,NoDoc,NotDoc,2014.04.24,24,Abr,2014,Unprovoked,NO
341,2014.04.22,15,Afternoon,2014.04.22,22,Abr,2014,Unprovoked,NO
342,2014.04.15,09,Morning,2014.04.15,15,Abr,2014,Unprovoked,NO
343,2014.04.12.R,NoDoc,NotDoc,2014.04.12,12,Abr,2014,Boat,NO
344,2014.04.12,NoDoc,Morning,2014.04.12,12,Abr,2014,Provoked,NO
345,2014.04.04.b,13,Afternoon,2014.04.04,04,Abr,2014,Unprovoked,NO
346,2014.04.04.a,13,Afternoon,2014.04.04,04,Abr,2014,Unprovoked,NO
347,2014.04.03,08,Morning,2014.04.03,03,Abr,2014,Unprovoked,YES
348,2014.03.29,13,Afternoon,2014.03.29,29,Mar,2014,Invalid,YES
349,2014.03.22.b,15,Afternoon,2014.03.22,22,Mar,2014,Unprovoked,YES
350,2014.03.22.a,NoDoc,NotDoc,2014.03.22,22,Mar,2014,Unprovoked,NO
351,2014.03.21,NoDoc,NotDoc,2014.03.21,21,Mar,2014,Unprovoked,NO
352,2014.03.18.c,17,Sunset,2014.03.18,18,Mar,2014,Unprovoked,NO
353,2014.03.18.b,NoDoc,Morning,2014.03.18,18,Mar,2014,Unprovoked,NO
354,2014.03.13,NoDoc,NotDoc,2014.03.13,13,Mar,2014,Invalid,NO
355,2014.03.18,17,Sunset,2014.03.18,18,Mar,2014,Invalid,NO
356,2014.03.12,18,Sunset,2014.03.12,12,Mar,2014,Unprovoked,NO
357,2014.03.02,NoDoc,NotDoc,2014.03.02,02,Mar,2014,Unprovoked,NO
358,2014.02.20,16,Afternoon,2014.02.20,20,Feb,2014,Unprovoked,NO
359,2014.02.17,NoDoc,Night,2014.02.17,17,Feb,2014,Boat,NO
360,2014.02.08,12,Afternoon,2014.02.08,08,Feb,2014,Unprovoked,YES
361,2014.02.07.b,NoDoc,NotDoc,2014.02.07,07,Feb,2014,Provoked,NO
362,2014.02.07,20,Sunset,2014.02.07,07,Feb,2014,Unprovoked,NO
363,2014.01.26,NoDoc,NotDoc,2014.01.26,26,Ene,2014,Provoked,NO
364,2014.01.25,NoDoc,NotDoc,2014.01.25,25,Ene,2014,Unprovoked,NO
365,2014.01.04,NoDoc,NotDoc,2014.01.04,04,Ene,2014,Sea Disaster,NO
366,2014.00.00,NoDoc,NotDoc,2014.00.00,NotDoc,NotDoc,2014,Boat,NO
367,2013.12.25,11,Morning,2013.12.25,25,Dic,2013,Unprovoked,NO
368,2013.12.16,08,Morning,2013.12.16,16,Dic,2013,Unprovoked,NO
369,2013.12.13,NoDoc,NotDoc,2013.12.13,13,Dic,2013,Unprovoked,NO
370,2013.12.11,08,Morning,2013.12.11,11,Dic,2013,Unprovoked,NO
371,2013.12.10,14,Afternoon,2013.12.10,10,Dic,2013,Unprovoked,NO
372,2013.12.05,18,Sunset,2013.12.05,05,Dic,2013,Unprovoked,NO
373,2013.12.02,09,Morning,2013.12.02,02,Dic,2013,Unprovoked,YES
374,2013.11.30,14,Afternoon,2013.11.30,30,Nov,2013,Unprovoked,YES
375,2013.11.29,13,Afternoon,2013.11.29,29,Nov,2013,Unprovoked,NO
376,2013.11.23.a,09,Morning,2013.11.23,23,Nov,2013,Unprovoked,YES
377,2013.11.22,10,Morning,2013.11.22,22,Nov,2013,Unprovoked,NO
378,2013.11.12,15,Afternoon,2013.11.12,12,Nov,2013,Unprovoked,NO
379,2013.11.10,11,Morning,2013.11.10,10,Nov,2013,Provoked,NO
380,2013.11.07.b,NoDoc,Afternoon,2013.11.07,07,Nov,2013,Unprovoked,NO
381,2013.11.07.a,NoDoc,NotDoc,2013.11.07,07,Nov,2013,Unprovoked,NO
382,2013.10.31,15,Afternoon,2013.10.31,31,Oct,2013,Unprovoked,NO
383,2013.10.28,NoDoc,Afternoon,2013.10.28,28,Oct,2013,Unprovoked,NO
384,2013.10.26.b,16,Afternoon,2013.10.26,26,Oct,2013,Unprovoked,NO
385,2013.10.26.a,10,Morning,2013.10.26,26,Oct,2013,Unprovoked,NO
386,2013.10.24,18,Sunset,2013.10.24,24,Oct,2013,Unprovoked,NO
387,2013.10.23,15,Afternoon,2013.10.23,23,Oct,2013,Unprovoked,NO
388,2013.10.20,11,Morning,2013.10.20,20,Oct,2013,Unprovoked,NO
389,2013.10.19,NoDoc,Afternoon,2013.10.19,19,Oct,2013,Unprovoked,NO
390,2013.10.11,11,Morning,2013.10.11,11,Oct,2013,Unprovoked,YES
391,2013.10.08,10,Morning,2013.10.08,08,Oct,2013,Unprovoked,NO
392,2013.10.05,08,Morning,2013.10.05,05,Oct,2013,Unprovoked,NO
393,2013.10.05,15,Afternoon,2013.10.05,05,Oct,2013,Unprovoked,NO
394,2013.09.29.b,10,Morning,2013.09.29,29,Sep,2013,Unprovoked,NO
395,2013.09.29.a,11,Morning,2013.09.29,29,Sep,2013,Provoked,NO
396,2013.09.25,10,Morning,2013.09.25,25,Sep,2013,Unprovoked,NO
397,2013.09.21.b,13,Afternoon,2013.09.21,21,Sep,2013,Unprovoked,NO
398,2013.09.21.a,NoDoc,Morning,2013.09.21,21,Sep,2013,Unprovoked,NO
399,2013.09.14,15,Afternoon,2013.09.14,14,Sep,2013,Unprovoked,NO
400,2013.09.12,13,Afternoon,2013.09.12,12,Sep,2013,Unprovoked,NO
401,2013.09.08,NoDoc,NotDoc,2013.09.08,08,Sep,2013,Unprovoked,UNKNOWN
402,2013.09.07.b,16,Afternoon,2013.09.07,07,Sep,2013,Provoked,NO
403,2013.09.07.a,16,Afternoon,2013.09.07,07,Sep,2013,Unprovoked,NO
404,2013.09.02,13,Afternoon,2013.09.02,02,Sep,2013,Unprovoked,NO
405,2013.09.01.c,NoDoc,NotDoc,2013.09.01,01,Sep,2013,Provoked,NO
406,2013.09.01.b,NoDoc,NotDoc,2013.09.01,01,Sep,2013,Unprovoked,NO
407,2013.09.01.a,12,Afternoon,2013.09.01,01,Sep,2013,Unprovoked,NO
408,2013.08.31.b,NoDoc,NotDoc,2013.08.31,31,Ago,2013,Unprovoked,NO
409,2013.08.31.a,23,Night,2013.08.31,31,Ago,2013,Unprovoked,NO
410,2013.08.29,NoDoc,NotDoc,2013.08.29,29,Ago,2013,Invalid,NO
411,2013.08.26,20,Sunset,2013.08.26,26,Ago,2013,Provoked,NO
412,2013.08.25.b,17,Sunset,2013.08.25,25,Ago,2013,Unprovoked,NO
413,2013.08.25,15,Afternoon,2013.08.25,25,Ago,2013,Unprovoked,NO
414,2013.08.18,13,Afternoon,2013.08.18,18,Ago,2013,Unprovoked,NO
415,2013.08.17,12,Afternoon,2013.08.17,17,Ago,2013,Unprovoked,NO
416,2013.08.14,16,Afternoon,2013.08.14,14,Ago,2013,Unprovoked,YES
417,2013.08.13,13,Afternoon,2013.08.13,13,Ago,2013,Unprovoked,NO
418,2013.08.11,17,Sunset,2013.08.11,11,Ago,2013,Unprovoked,NO
419,2013.08.08.R,NoDoc,NotDoc,2013.08.08,08,Ago,2013,Unprovoked,NO
420,2013.08.05,15,Afternoon,2013.08.05,05,Ago,2013,Unprovoked,NO
421,2013.07.31,08,Morning,2013.07.31,31,Jul,2013,Unprovoked,NO
422,2013.07.30,NoDoc,NotDoc,2013.07.30,30,Jul,2013,Unprovoked,NO
423,2013.07.29.c,16,Afternoon,2013.07.29,29,Jul,2013,Unprovoked,NO
424,2013.07.29.b,11,Morning,2013.07.29,29,Jul,2013,Unprovoked,NO
425,2013.07.29.a,14,Afternoon,2013.07.29,29,Jul,2013,Unprovoked,NO
426,2013.07.28.b,16,Afternoon,2013.07.28,28,Jul,2013,Unprovoked,NO
427,2013.07.28.a,11,Morning,2013.07.28,28,Jul,2013,Unprovoked,NO
428,2013.07.22,13,Afternoon,2013.07.22,22,Jul,2013,Unprovoked,YES
429,2013.07.19,14,Afternoon,2013.07.19,19,Jul,2013,Unprovoked,NO
430,2013.07.17.R,NoDoc,NotDoc,2013.07.17,17,Jul,2013,Unprovoked,NO
431,2013.07.15,14,Afternoon,2013.07.15,15,Jul,2013,Unprovoked,YES
432,2013.07.14,NoDoc,NotDoc,2013.07.14,14,Jul,2013,Unprovoked,YES
433,2013.07.11,15,Afternoon,2013.07.11,11,Jul,2013,Unprovoked,NO
434,2013.07.09,NoDoc,NotDoc,2013.07.09,09,Jul,2013,Invalid,NO
435,2013.07.02,NoDoc,NotDoc,2013.07.02,02,Jul,2013,Unprovoked,NO
436,2013.06.30,NoDoc,NotDoc,2013.06.30,30,Jun,2013,Unprovoked,NO
437,2013.06.27,NoDoc,NotDoc,2013.06.27,27,Jun,2013,Invalid,YES
438,2013.06.25.c,15,Afternoon,2013.06.25,25,Jun,2013,Unprovoked,NO
439,2013.06.25.b,NoDoc,NotDoc,2013.06.25,25,Jun,2013,Unprovoked,NO
440,2013.06.25.a,12,Afternoon,2013.06.25,25,Jun,2013,Unprovoked,NO
441,2013.06.18,12,Afternoon,2013.06.18,18,Jun,2013,Unprovoked,NO
442,2013.06.17,14,Afternoon,2013.06.17,17,Jun,2013,Unprovoked,NO
443,2013.06.16,NoDoc,Morning,2013.06.16,16,Jun,2013,Unprovoked,NO
444,2013.06.15,NoDoc,NotDoc,2013.06.15,15,Jun,2013,Unprovoked,NO
445,2013.06.14.R,NoDoc,Afternoon,2013.06.14,14,Jun,2013,Unprovoked,NO
446,2013.06.06.b,NoDoc,NotDoc,2013.06.06,06,Jun,2013,Provoked,NO
447,2013.06.06.a,16,Afternoon,2013.06.06,06,Jun,2013,Unprovoked,NO
448,2013.05.27.b,NoDoc,NotDoc,2013.05.27,27,May,2013,Unprovoked,NO
449,2013.05.27.a,NoDoc,Afternoon,2013.05.27,27,May,2013,Unprovoked,NO
450,2013.05.23.b,NoDoc,NotDoc,2013.05.23,23,May,2013,Unprovoked,YES
451,2013.05.23.a,NoDoc,Sunset,2013.05.23,23,May,2013,Provoked,NO
452,2013.05.14,12,Afternoon,2013.05.14,14,May,2013,Unprovoked,NO
453,2013.05.08.b,NoDoc,NotDoc,2013.05.08,08,May,2013,Invalid,YES
454,2013.05.08.a,08,Morning,2013.05.08,08,May,2013,Unprovoked,YES
455,2013.05.04.a,11,Morning,2013.05.04,04,May,2013,Unprovoked,NO
456,2013.04.28,NoDoc,NotDoc,2013.04.28,28,Abr,2013,Provoked,NO
457,2013.04.24,13,Afternoon,2013.04.24,24,Abr,2013,Unprovoked,NO
458,2013.04.21,14,Afternoon,2013.04.21,21,Abr,2013,Unprovoked,NO
459,2013.04.17,10,Morning,2013.04.17,17,Abr,2013,Unprovoked,NO
460,2013.04.14,NoDoc,NotDoc,2013.04.14,14,Abr,2013,Unprovoked,NO
461,2013.04.13.b,13,Afternoon,2013.04.13,13,Abr,2013,Unprovoked,NO
462,2013.04.13.a,NoDoc,NotDoc,2013.04.13,13,Abr,2013,Unprovoked,YES
463,2013.04.10,12,Afternoon,2013.04.10,10,Abr,2013,Unprovoked,NO
464,2013.04.04,NoDoc,NotDoc,2013.04.04,04,Abr,2013,Unprovoked,NO
465,2013.04.02.R,NoDoc,NotDoc,2013.04.02,02,Abr,2013,Invalid,YES
466,2013.04.02.a,08,Morning,2013.04.02,02,Abr,2013,Unprovoked,NO
467,2013.03.31,NoDoc,NotDoc,2013.03.31,31,Mar,2013,Invalid,NO
468,2013.03.29,NoDoc,NotDoc,2013.03.29,29,Mar,2013,Unprovoked,NO
469,2013.03.21.R,NoDoc,NotDoc,2013.03.21,21,Mar,2013,Unprovoked,NO
470,2013.03.21,NoDoc,NotDoc,2013.03.21,21,Mar,2013,Unprovoked,NO
471,2013.03.16.b,09,Morning,2013.03.16,16,Mar,2013,Provoked,NO
472,2013.03.16.a,NoDoc,NotDoc,2013.03.16,16,Mar,2013,Unprovoked,NO
473,2013.03.12,09,Morning,2013.03.12,12,Mar,2013,Unprovoked,YES
474,2013.03.10.b,09,Morning,2013.03.10,10,Mar,2013,Unprovoked,NO
475,2013.03.10.a,NoDoc,NotDoc,2013.03.10,10,Mar,2013,Unprovoked,NO
476,2013.03.03,NoDoc,NotDoc,2013.03.03,03,Mar,2013,Unprovoked,NO
477,2013.02.27,13,Afternoon,2013.02.27,27,Feb,2013,Unprovoked,YES
478,2013.02.21.b,18,Sunset,2013.02.21,21,Feb,2013,Unprovoked,NO
479,2013.02.21.a,18,Sunset,2013.02.21,21,Feb,2013,Unprovoked,NO
480,2013.02.10,14,Afternoon,2013.02.10,10,Feb,2013,Unprovoked,NO
481,2013.02.09,09,Morning,2013.02.09,09,Feb,2013,Unprovoked,NO
482,2013.02.01,NoDoc,NotDoc,2013.02.01,01,Feb,2013,Unprovoked,NO
483,2013.01.26,NoDoc,NotDoc,2013.01.26,26,Ene,2013,Boat,NO
484,2013.01.25,NoDoc,NotDoc,2013.01.25,25,Ene,2013,Unprovoked,NO
485,2013.01.21.R,NoDoc,NotDoc,2013.01.21,21,Ene,2013,Invalid,NO
486,2013.01.16,16,Afternoon,2013.01.16,16,Ene,2013,Unprovoked,NO
487,2013.01.13,NoDoc,NotDoc,2013.01.13,13,Ene,2013,Unprovoked,NO
488,2013.01.05,10,Morning,2013.01.05,05,Ene,2013,Unprovoked,NO
489,2012.12.31,14,Afternoon,2012.12.31,31,Dic,2012,Unprovoked,NO
490,2012.12.30,12,Afternoon,2012.12.30,30,Dic,2012,Unprovoked,NO
491,2012.12.28,10,Morning,2012.12.28,28,Dic,2012,Unprovoked,NO
492,2012.12.25,NoDoc,NotDoc,2012.12.25,25,Dic,2012,Unprovoked,YES
493,2012.12.19,NoDoc,Morning,2012.12.19,19,Dic,2012,Unprovoked,NO
494,2012.12.05,13,Afternoon,2012.12.05,05,Dic,2012,Unprovoked,NO
495,2012.12.02,16,Afternoon,2012.12.02,02,Dic,2012,Unprovoked,NO
496,2012.12.00,NoDoc,NotDoc,2012.12.00,NotDoc,Dic,2012,Unprovoked,NO
497,2012.11.30,09,Morning,2012.11.30,30,Nov,2012,Unprovoked,NO
498,2012.11.27,14,Afternoon,2012.11.27,27,Nov,2012,Invalid,NO
499,2012.11.22,11,Morning,2012.11.22,22,Nov,2012,Unprovoked,YES
500,2012.11.19,17,Sunset,2012.11.19,19,Nov,2012,Unprovoked,NO
501,2012.11.04.b,08,Morning,2012.11.04,04,Nov,2012,Unprovoked,NO
502,2012.11.04.a,08,Morning,2012.11.04,04,Nov,2012,Unprovoked,NO
503,2012.10.30,12,Afternoon,2012.10.30,30,Oct,2012,Unprovoked,NO
504,2012.10.27,15,Afternoon,2012.10.27,27,Oct,2012,Unprovoked,NO
505,2012.10.23,11,Morning,2012.10.23,23,Oct,2012,Unprovoked,YES
506,2012.10.19,NoDoc,NotDoc,2012.10.19,19,Oct,2012,Unprovoked,NO
507,2012.10.18.b,10,Morning,2012.10.18,18,Oct,2012,Unprovoked,NO
508,2012.10.18.a,07,Morning,2012.10.18,18,Oct,2012,Unprovoked,NO
509,2012.10.16,17,Sunset,2012.10.16,16,Oct,2012,Invalid,NO
510,2012.10.11.R,NoDoc,NotDoc,2012.10.11,11,Oct,2012,Unprovoked,NO
511,2012.10.07,18,Sunset,2012.10.07,07,Oct,2012,Unprovoked,NO
512,2012.10.02,12,Afternoon,2012.10.02,02,Oct,2012,Unprovoked,NO
513,2012.09.25,16,Afternoon,2012.09.25,25,Sep,2012,Unprovoked,NO
514,2012.09.24,NoDoc,Afternoon,2012.09.24,24,Sep,2012,Unprovoked,NO
515,2012.09.16,15,Afternoon,2012.09.16,16,Sep,2012,Unprovoked,NO
516,2012.09.10,NoDoc,NotDoc,2012.09.10,10,Sep,2012,Unprovoked,NO
517,2012.09.09,14,Afternoon,2012.09.09,09,Sep,2012,Unprovoked,NO
518,2012.09.08.b,12,Afternoon,2012.09.08,08,Sep,2012,Unprovoked,NO
519,2012.09.08.a,NoDoc,Afternoon,2012.09.08,08,Sep,2012,Unprovoked,NO
520,2012.09.06.b,NoDoc,Afternoon,2012.09.06,06,Sep,2012,Unprovoked,NO
521,2012.09.06.a,11,Morning,2012.09.06,06,Sep,2012,Unprovoked,NO
522,2012.09.04,07,Morning,2012.09.04,04,Sep,2012,Unprovoked,NO
523,2012.09.02.b,18,Sunset,2012.09.02,02,Sep,2012,Unprovoked,NO
524,2012.09.02.b,12,Afternoon,2012.09.02,02,Sep,2012,Provoked,NO
525,2012.09.02.a,16,Afternoon,2012.09.02,02,Sep,2012,Unprovoked,NO
526,2012.08.31,NoDoc,NotDoc,2012.08.31,31,Ago,2012,Provoked,NO
527,2012.08.28,15,Afternoon,2012.08.28,28,Ago,2012,Unprovoked,NO
528,2012.08.26,NoDoc,Afternoon,2012.08.26,26,Ago,2012,Unprovoked,YES
529,2012.08.15,NoDoc,NotDoc,2012.08.15,15,Ago,2012,Unprovoked,NO
530,2012.08.11,12,Afternoon,2012.08.11,11,Ago,2012,Boat,NO
531,2012.08.09,16,Afternoon,2012.08.09,09,Ago,2012,Unprovoked,NO
532,2012.08.05,17,Sunset,2012.08.05,05,Ago,2012,Unprovoked,NO
533,2012.08.04,NoDoc,NotDoc,2012.08.04,04,Ago,2012,Unprovoked,NO
534,2012.07.31.b,06,Morning,2012.07.31,31,Jul,2012,Unprovoked,NO
535,2012.07.31.a,14,Afternoon,2012.07.31,31,Jul,2012,Unprovoked,NO
536,2012.07.30.b,16,Afternoon,2012.07.30,30,Jul,2012,Unprovoked,NO
537,2012.07.30.a,15,Afternoon,2012.07.30,30,Jul,2012,Unprovoked,NO
538,2012.07.24,11,Morning,2012.07.24,24,Jul,2012,Invalid,NO
539,2012.07.23,16,Afternoon,2012.07.23,23,Jul,2012,Unprovoked,YES
540,2012.07.21,NoDoc,NotDoc,2012.07.21,21,Jul,2012,Invalid,YES
541,2012.07.19,NoDoc,NotDoc,2012.07.19,19,Jul,2012,Invalid,NO
542,2012.07.14,09,Morning,2012.07.14,14,Jul,2012,Unprovoked,YES
543,2012.07.08,17,Sunset,2012.07.08,08,Jul,2012,Unprovoked,NO
544,2012.07.07.c,NoDoc,NotDoc,2012.07.07,07,Jul,2012,Unprovoked,NO
545,2012.07.07.b,15,Afternoon,2012.07.07,07,Jul,2012,Invalid,YES
546,2012.07.07.a,08,Morning,2012.07.07,07,Jul,2012,Unprovoked,NO
547,2012.07.06,16,Afternoon,2012.07.06,06,Jul,2012,Unprovoked,NO
548,2012.06.28.R,NoDoc,NotDoc,2012.06.28,28,Jun,2012,Invalid,NO
549,2012.06.26.c,19,Sunset,2012.06.26,26,Jun,2012,Unprovoked,NO
550,2012.06.26.b,15,Afternoon,2012.06.26,26,Jun,2012,Unprovoked,NO
551,2012.06.26.a,09,Morning,2012.06.26,26,Jun,2012,Unprovoked,NO
552,2012.06.22.b,NoDoc,NotDoc,2012.06.22,22,Jun,2012,Unprovoked,NO
553,2012.06.22.a,16,Afternoon,2012.06.22,22,Jun,2012,Unprovoked,NO
554,2012.06.20,07,Morning,2012.06.20,20,Jun,2012,Unprovoked,NO
555,2012.06.19,NoDoc,NotDoc,2012.06.19,19,Jun,2012,Invalid,NO
556,2012.06.18,11,Morning,2012.06.18,18,Jun,2012,Unprovoked,NO
557,2012.06.15,14,Afternoon,2012.06.15,15,Jun,2012,Provoked,NO
558,2012.06.14.d,NoDoc,Afternoon,2012.06.14,14,Jun,2012,Unprovoked,NO
559,2012.06.14.c,NoDoc,Afternoon,2012.06.14,14,Jun,2012,Unprovoked,NO
560,2012.06.14.b,NoDoc,Afternoon,2012.06.14,14,Jun,2012,Unprovoked,NO
561,2012.06.14.a,13,Afternoon,2012.06.14,14,Jun,2012,Unprovoked,NO
562,2012.06.12,NoDoc,Morning,2012.06.12,12,Jun,2012,Unprovoked,NO
563,2012.06.10,NoDoc,Morning,2012.06.10,10,Jun,2012,Provoked,NO
564,2012.06.03,14,Afternoon,2012.06.03,03,Jun,2012,Unprovoked,NO
565,2012.06.02.b,NoDoc,NotDoc,2012.06.02,02,Jun,2012,Unprovoked,NO
566,2012.06.02.a,19,Sunset,2012.06.02,02,Jun,2012,Unprovoked,NO
567,2012.05.31,13,Afternoon,2012.05.31,31,May,2012,Unprovoked,NO
568,2012.05.29,09,Morning,2012.05.29,29,May,2012,Unprovoked,NO
569,2012.05.23,15,Afternoon,2012.05.23,23,May,2012,Unprovoked,NO
570,2012.05.20,NoDoc,Morning,2012.05.20,20,May,2012,Unprovoked,NO
571,2012.05.16,NoDoc,NotDoc,2012.05.16,16,May,2012,Unprovoked,NO
572,2012.05.12,14,Afternoon,2012.05.12,12,May,2012,Unprovoked,NO
573,2012.05.09,11,Morning,2012.05.09,09,May,2012,Unprovoked,NO
574,2012.05.06,07,Morning,2012.05.06,06,May,2012,Unprovoked,NO
575,2012.04.19.b,19,Sunset,2012.04.19,19,Abr,2012,Unprovoked,NO
576,2012.04.19.a,12,Afternoon,2012.04.19,19,Abr,2012,Unprovoked,YES
577,2012.04.11,NoDoc,NotDoc,2012.04.11,11,Abr,2012,Unprovoked,NO
578,2012.04.03,12,Afternoon,2012.04.03,03,Abr,2012,Unprovoked,NO
579,2012.04.00,NoDoc,NotDoc,2012.04.00,NotDoc,Abr,2012,Unprovoked,NO
580,2012.03.31,09,Morning,2012.03.31,31,Mar,2012,Unprovoked,YES
581,2012.03.24,14,Afternoon,2012.03.24,24,Mar,2012,Unprovoked,NO
582,2012.03.22,05,Morning,2012.03.22,22,Mar,2012,Boat,NO
583,2012.03.20,17,Sunset,2012.03.20,20,Mar,2012,Unprovoked,NO
584,2012.03.15,15,Afternoon,2012.03.15,15,Mar,2012,Unprovoked,NO
585,2012.03.14.b,16,Afternoon,2012.03.14,14,Mar,2012,Unprovoked,NO
586,2012.03.14.a,16,Afternoon,2012.03.14,14,Mar,2012,Unprovoked,NO
587,2012.03.06.b,19,Sunset,2012.03.06,06,Mar,2012,Unprovoked,NO
588,2012.03.06.a,11,Morning,2012.03.06,06,Mar,2012,Provoked,NO
589,2012.03.05,14,Afternoon,2012.03.05,05,Mar,2012,Unprovoked,NO
590,2012.03.04,13,Afternoon,2012.03.04,04,Mar,2012,Unprovoked,NO
591,2012.03.03,NoDoc,NotDoc,2012.03.03,03,Mar,2012,Invalid,NO
592,2012.03.01,NoDoc,NotDoc,2012.03.01,01,Mar,2012,Provoked,NO
593,2012.02.26,14,Afternoon,2012.02.26,26,Feb,2012,Provoked,NO
594,2012.02.25,16,Afternoon,2012.02.25,25,Feb,2012,Unprovoked,NO
595,2012.02.20,NoDoc,NotDoc,2012.02.20,20,Feb,2012,Boat,NO
596,2012.02.06,12,Afternoon,2012.02.06,06,Feb,2012,Unprovoked,NO
597,2012.01.22.R,NoDoc,NotDoc,2012.01.22,22,Ene,2012,Unprovoked,NO
598,2012.01.27,11,Morning,2012.01.27,27,Ene,2012,Unprovoked,NO
599,2012.01.19,NoDoc,Afternoon,2012.01.19,19,Ene,2012,Unprovoked,NO
600,2012.01.18.b,NoDoc,NotDoc,2012.01.18,18,Ene,2012,Provoked,NO
601,2012.01.18.a,16,Afternoon,2012.01.18,18,Ene,2012,Unprovoked,NO
602,2012.01.15,15,Afternoon,2012.01.15,15,Ene,2012,Unprovoked,YES
603,2012.01.13,NoDoc,NotDoc,2012.01.13,13,Ene,2012,Unprovoked,NO
604,2012.01.03,20,Sunset,2012.01.03,03,Ene,2012,Unprovoked,NO
605,2012.01.02,09,Morning,2012.01.02,02,Ene,2012,Unprovoked,NO
606,2011.12.31,18,Sunset,2011.12.31,31,Dic,2011,Unprovoked,NO
607,2011.12.26.R,NoDoc,Morning,2011.12.26,26,Dic,2011,Invalid,NO
608,2011.12.25,18,Sunset,2011.12.25,25,Dic,2011,Unprovoked,NO
609,2011.12.23,12,Afternoon,2011.12.23,23,Dic,2011,Unprovoked,NO
610,2011.12.21.b,NoDoc,NotDoc,2011.12.21,21,Dic,2011,Provoked,NO
611,2011.12.21.a,NoDoc,Sunset,2011.12.21,21,Dic,2011,Unprovoked,NO
612,2011.12.11,05,Morning,2011.12.11,11,Dic,2011,Unprovoked,NO
613,2011.12.07.b,NoDoc,NotDoc,2011.12.07,07,Dic,2011,Invalid,NO
614,2011.12.07.a,NoDoc,NotDoc,2011.12.07,07,Dic,2011,Unprovoked,NO
615,2011.12.06,09,Morning,2011.12.06,06,Dic,2011,Unprovoked,NO
616,2011.12.05,NoDoc,NotDoc,2011.12.05,05,Dic,2011,Invalid,YES
617,2011.12.02,06,Morning,2011.12.02,02,Dic,2011,Unprovoked,NO
618,2011.11.29,13,Afternoon,2011.11.29,29,Nov,2011,Unprovoked,NO
619,2011.11.28,NoDoc,Afternoon,2011.11.28,28,Nov,2011,Unprovoked,NO
620,2011.11.22,NoDoc,NotDoc,2011.11.22,22,Nov,2011,Unprovoked,NO
621,2011.11.20.R,NoDoc,NotDoc,2011.11.20,20,Nov,2011,Unprovoked,NO
622,2011.11.12,NoDoc,NotDoc,2011.11.12,12,Nov,2011,Unprovoked,NO
623,2011.11.11,NoDoc,Morning,2011.11.11,11,Nov,2011,Unprovoked,NO
624,2011.10.29.,NoDoc,NotDoc,2011.10.29,29,Oct,2011,Unprovoked,NO
625,2011.10.28.R,NoDoc,NotDoc,2011.10.28,28,Oct,2011,Unprovoked,NO
626,2011.10.28.,NoDoc,NotDoc,2011.10.28,28,Oct,2011,Provoked,NO
627,2011.10.22,13,Afternoon,2011.10.22,22,Oct,2011,Unprovoked,YES
628,2011.10.20,NoDoc,NotDoc,2011.10.20,20,Oct,2011,Unprovoked,NO
629,2011.10.19,16,Afternoon,2011.10.19,19,Oct,2011,Unprovoked,NO
630,2011.10.11,NoDoc,NotDoc,2011.10.11,11,Oct,2011,Unprovoked,NO
631,2011.10.10,NoDoc,NotDoc,2011.10.10,10,Oct,2011,Unprovoked,NO
